
Reading data for 3600 seconds:
Time;airTMP;soilTMP;airHUM;soilHUM;light
634;2.2;68.4;2.8;81.0;14.4;
635;2.2;68.4;2.7;81.0;14.0;
636;2.2;68.4;3.0;81.0;14.4;
637;2.2;68.4;2.6;81.0;14.3;
638;2.2;68.4;2.8;81.0;14.4;
639;2.2;68.5;2.6;81.0;14.3;
640;2.2;68.5;2.8;81.0;14.4;
641;2.2;68.5;2.9;81.0;14.3;
642;2.2;68.5;2.8;81.0;14.4;
643;2.2;68.5;3.0;81.0;14.3;
644;2.2;68.5;2.8;81.0;14.7;
645;2.2;68.5;2.6;81.0;14.2;
646;2.2;68.6;2.9;81.0;14.4;
647;2.2;68.6;2.8;81.0;14.7;
648;2.2;68.6;2.8;81.0;14.4;
649;2.2;68.6;2.8;81.0;14.3;
650;2.2;68.6;2.8;81.0;14.3;
651;2.2;68.6;2.5;81.0;14.3;
652;2.2;68.6;2.8;81.1;14.3;
653;2.2;68.6;2.9;81.0;14.0;
654;2.2;68.6;2.6;81.1;14.3;
655;2.2;68.6;2.7;81.1;14.0;
656;2.2;68.6;2.6;81.1;14.3;
657;2.2;68.6;2.6;81.1;14.0;
658;2.2;68.6;2.9;81.1;14.2;
659;2.2;68.7;3.0;81.1;14.0;
660;2.2;68.7;2.7;81.1;14.3;
661;2.2;68.7;2.4;81.1;14.0;
662;2.2;68.7;2.9;81.1;14.2;
663;2.2;68.7;2.8;81.1;13.9;
664;2.2;68.7;2.6;81.1;14.3;
665;2.2;68.8;2.5;81.1;13.8;
666;2.2;68.8;2.9;81.1;14.2;
667;2.1;68.8;2.7;81.1;13.9;
668;2.1;68.8;2.9;81.1;14.0;
669;2.2;68.8;2.6;81.1;13.9;
670;2.1;68.8;2.9;81.0;14.0;
671;2.1;68.8;2.7;81.1;13.9;
672;2.1;68.8;2.8;81.1;14.0;
673;2.1;68.9;2.7;81.1;13.9;
674;2.1;68.9;2.8;81.0;14.0;
675;2.1;68.9;2.6;81.1;13.6;
676;2.1;68.9;2.6;81.1;13.9;
677;2.1;68.9;2.7;81.1;13.7;
678;2.1;69.0;2.6;81.1;13.9;
679;2.1;69.0;2.9;81.1;13.6;
680;2.1;69.0;2.6;81.1;14.0;
681;2.1;69.1;2.5;81.1;13.6;
682;2.1;69.1;2.9;81.0;13.9;
683;2.1;69.1;3.9;81.0;13.6;
684;2.0;69.1;2.3;81.0;13.7;
685;2.1;69.1;2.6;81.0;13.6;
686;2.0;69.2;2.4;81.0;13.5;
687;2.0;69.2;2.4;81.1;13.6;
688;2.0;69.2;2.7;81.0;13.9;
689;2.0;69.2;2.5;81.1;13.5;
690;2.0;69.3;2.7;81.0;13.9;
691;2.0;69.3;2.4;81.1;13.6;
692;2.0;69.3;2.6;81.0;13.8;
693;2.0;69.3;2.6;81.1;13.6;
694;2.0;69.4;2.7;81.1;13.6;
695;2.0;69.4;2.7;81.0;13.5;
696;1.9;69.4;2.5;81.1;14.3;
697;1.9;69.4;2.6;81.0;13.5;
698;2.0;69.4;2.6;81.1;13.6;
699;1.9;69.5;2.8;81.1;13.5;
700;1.9;69.5;2.7;81.1;13.5;
701;1.9;69.5;2.5;81.1;13.5;
702;1.9;69.5;2.9;81.1;13.6;
703;1.9;69.5;2.8;81.1;13.5;
704;1.9;69.5;2.6;81.1;13.6;
705;1.9;69.5;2.7;81.1;13.6;
706;1.9;69.5;2.6;81.1;13.6;
707;1.9;69.6;2.8;81.1;13.5;
708;1.9;69.6;2.6;81.0;13.6;
709;1.9;69.6;2.8;81.0;13.3;
710;1.9;69.6;2.4;81.1;13.6;
711;1.9;69.6;2.6;81.1;13.5;
712;1.9;69.7;2.8;81.1;13.6;
713;1.9;69.7;2.9;81.1;13.2;
714;1.9;69.7;2.7;81.1;13.6;
715;1.9;69.8;2.8;81.1;13.2;
716;1.9;69.8;2.9;81.1;13.6;
717;1.9;69.8;2.5;81.1;13.9;
718;1.9;69.8;2.6;81.1;13.5;
719;1.9;69.9;2.6;81.1;13.5;
720;1.8;69.9;2.3;81.1;13.6;
721;1.8;69.9;2.4;81.1;13.3;
722;1.8;69.9;2.6;81.1;13.7;
723;1.8;69.9;2.4;81.1;13.2;
724;1.8;70.0;2.6;81.1;13.5;
725;1.8;70.0;2.8;81.1;13.5;
726;1.8;70.0;2.5;81.2;13.5;
727;1.8;70.1;2.6;81.1;13.3;
728;1.8;70.1;2.8;81.1;13.6;
729;1.8;70.1;2.5;81.1;13.2;
730;1.8;70.1;2.8;81.1;13.6;
731;1.8;70.2;2.8;81.1;13.1;
732;1.8;70.2;2.6;81.1;13.6;
733;1.8;70.2;2.7;81.2;13.5;
734;1.8;70.3;2.9;81.1;13.6;
735;1.8;70.3;2.5;81.2;13.5;
736;1.8;70.4;2.9;81.1;13.6;
737;1.8;70.4;3.0;81.1;13.3;
738;1.8;70.5;2.3;81.1;13.5;
739;1.7;70.6;2.6;81.0;13.5;
740;1.7;70.6;2.6;81.0;13.6;
741;1.8;70.7;2.5;80.9;13.5;
742;1.7;70.7;2.4;81.0;13.6;
743;1.7;70.8;2.2;80.7;13.5;
744;1.7;70.8;2.8;80.9;13.8;
745;1.8;70.8;2.6;80.9;13.2;
746;1.7;70.9;2.3;81.0;13.6;
747;1.7;70.9;2.5;80.9;13.5;
748;1.7;71.0;2.3;80.8;13.8;
749;1.8;71.0;2.5;81.0;13.2;
750;1.7;71.0;2.8;81.0;13.6;
751;1.7;71.1;2.6;81.1;13.2;
752;1.7;71.1;2.6;81.1;13.6;
753;1.7;71.2;2.4;81.1;13.5;
754;1.7;71.2;2.2;81.1;13.6;
755;1.7;71.3;2.4;81.1;13.1;
756;1.7;71.3;2.4;81.1;13.5;
757;1.7;71.4;2.6;81.1;13.1;
758;1.7;71.4;2.4;81.1;13.2;
759;1.7;71.5;2.4;81.2;13.1;
760;1.7;71.6;2.3;81.2;13.2;
761;1.7;71.6;2.4;81.2;13.1;
762;1.7;71.7;2.6;81.2;13.5;
763;1.7;71.8;2.6;81.1;13.1;
764;1.7;71.8;2.3;81.2;13.2;
765;1.7;71.8;2.5;81.2;13.2;
766;1.7;71.9;2.5;81.1;13.1;
767;1.7;71.9;2.3;81.1;13.1;
768;1.7;71.9;2.6;81.1;13.2;
769;1.7;71.9;2.7;81.1;13.1;
770;1.7;71.9;2.4;81.1;13.2;
771;1.7;71.9;2.5;81.2;12.8;
772;1.7;71.9;2.7;81.2;13.1;
773;1.7;72.0;2.3;81.2;12.8;
774;1.7;72.0;2.4;81.2;12.9;
775;1.7;72.0;2.4;81.2;12.1;
776;1.6;72.1;2.7;81.1;13.1;
777;1.6;72.1;2.5;81.2;12.9;
778;1.6;72.2;2.4;81.2;13.1;
779;1.6;72.2;2.4;81.2;12.5;
780;1.6;72.3;2.6;81.2;13.1;
781;1.6;72.3;2.8;81.2;12.8;
782;1.6;72.3;2.3;81.2;13.1;
783;1.7;72.3;2.5;81.2;12.5;
784;1.7;72.3;2.6;81.2;12.9;
785;1.6;72.3;2.7;81.2;12.0;
786;1.7;72.3;2.4;81.2;13.1;
787;1.6;72.3;2.6;81.2;12.7;
788;1.6;72.4;2.5;81.3;12.9;
789;1.6;72.4;2.3;81.3;12.5;
790;1.6;72.4;2.4;81.2;12.9;
791;1.6;72.5;2.5;81.2;12.5;
792;1.7;72.5;2.4;81.2;12.8;
793;1.7;72.5;2.6;81.2;12.7;
794;1.7;72.5;2.3;81.2;12.8;
795;1.6;72.6;2.6;81.2;12.5;
796;1.7;72.6;2.8;81.2;12.8;
797;1.6;72.6;2.6;81.2;12.4;
798;1.6;72.7;2.5;81.2;12.8;
799;1.6;72.7;2.4;81.2;12.4;
800;1.7;72.7;2.5;81.2;12.8;
801;1.7;72.8;2.5;81.2;12.4;
802;1.6;72.8;2.6;81.2;12.7;
803;1.6;72.8;2.7;81.2;12.3;
804;1.6;72.8;2.5;81.2;12.8;
805;1.6;72.8;2.4;81.2;12.4;
806;1.6;72.8;2.4;81.1;12.7;
807;1.6;72.8;2.7;81.0;12.4;
808;1.6;72.8;2.5;81.0;12.5;
809;1.7;72.8;2.4;80.9;12.3;
810;1.6;72.8;2.2;81.1;12.5;
811;1.6;72.8;2.3;81.1;12.3;
812;1.6;72.8;2.5;81.1;12.5;
813;1.6;72.8;2.1;81.1;12.3;
814;1.6;72.8;2.1;81.1;12.5;
815;1.6;72.8;2.1;81.1;12.1;
816;1.6;72.9;2.1;81.0;12.5;
817;1.6;72.9;2.3;81.1;12.1;
818;1.6;72.9;2.0;81.0;12.4;
819;1.6;72.9;2.2;81.0;12.1;
820;1.5;72.9;2.3;81.1;12.3;
821;1.5;73.0;2.2;81.2;12.1;
822;1.5;73.0;2.2;81.1;12.4;
823;1.5;73.0;1.8;81.1;12.0;
824;1.5;73.0;2.2;81.1;12.4;
825;1.5;73.0;1.8;81.1;12.0;
826;1.4;73.0;2.3;81.1;12.4;
827;1.5;73.0;2.2;81.1;11.1;
828;1.4;73.1;2.1;81.1;12.3;
829;1.4;73.1;1.8;81.1;12.0;
830;1.4;73.1;2.3;81.1;12.3;
831;1.4;73.2;2.2;81.2;12.0;
832;1.4;73.2;2.3;81.2;12.1;
833;1.3;73.2;2.4;81.1;12.0;
834;1.3;73.3;2.4;81.1;12.0;
835;1.3;73.3;2.2;81.1;12.0;
836;1.3;73.3;2.3;81.1;12.1;
837;1.3;73.3;2.0;81.2;11.9;
838;1.3;73.4;2.2;81.1;12.3;
839;1.3;73.4;1.8;81.1;12.0;
840;1.3;73.4;2.0;81.1;10.9;
841;1.3;73.4;2.3;81.1;11.9;
842;1.3;73.5;1.8;81.1;12.0;
843;1.2;73.5;2.0;81.1;11.5;
844;1.2;73.5;2.0;81.2;12.0;
845;1.2;73.6;2.3;81.2;11.7;
846;1.2;73.6;2.2;81.3;12.0;
847;1.2;73.7;2.4;81.2;11.7;
848;1.2;73.7;2.1;81.2;12.0;
849;1.2;73.8;2.1;81.3;11.7;
850;1.2;73.8;2.4;81.2;12.0;
851;1.2;73.9;2.2;81.3;11.6;
852;1.2;73.9;2.2;81.2;12.0;
853;1.2;74.0;2.0;81.2;11.7;
854;1.2;74.0;1.8;81.2;12.4;
855;1.2;74.0;2.0;81.1;11.6;
856;1.2;74.1;2.1;81.1;11.9;
857;1.2;74.1;2.4;81.1;11.5;
858;1.2;74.1;2.1;81.1;11.9;
859;1.1;74.1;1.5;80.9;11.7;
860;1.1;74.2;2.2;81.0;11.9;
861;1.1;74.2;2.1;81.1;11.7;
862;1.1;74.2;2.0;81.1;11.9;
863;1.1;74.2;2.2;81.1;11.6;
864;1.1;74.3;2.4;81.1;11.9;
865;1.1;74.3;2.0;81.0;11.6;
866;1.1;74.4;2.1;81.1;12.1;
867;1.1;74.4;2.1;81.1;11.6;
868;1.1;74.4;1.8;81.1;11.6;
869;1.1;74.5;2.2;81.1;11.5;
870;1.1;74.5;2.5;81.1;11.6;
871;1.1;74.5;2.1;81.1;12.3;
872;1.1;74.6;2.3;81.2;11.7;
873;1.1;74.6;2.1;81.2;11.2;
874;1.1;74.6;2.1;81.2;11.7;
875;1.1;74.6;2.2;81.1;11.3;
876;1.1;74.7;2.3;81.1;11.6;
877;1.1;74.7;2.2;81.2;11.3;
878;1.1;74.7;1.8;81.2;11.6;
879;1.1;74.7;2.2;81.2;11.3;
880;1.1;74.8;2.1;81.2;11.6;
881;1.1;74.8;2.3;81.2;11.3;
882;1.1;74.8;2.0;81.2;11.6;
883;1.0;74.8;2.0;81.2;11.3;
884;1.1;74.8;2.3;81.2;11.6;
885;1.1;74.8;2.1;81.2;11.2;
886;1.1;74.8;2.1;81.2;11.6;
887;1.0;74.9;2.0;81.2;11.2;
888;1.0;74.9;2.1;81.2;11.6;
889;1.0;74.9;2.1;81.2;11.2;
890;1.0;75.0;1.8;81.2;11.5;
891;1.0;75.0;2.3;81.1;11.3;
892;1.0;75.1;2.1;81.1;11.6;
893;1.0;75.1;2.1;81.1;11.2;
894;1.0;75.1;2.1;81.2;11.6;
895;1.0;75.2;1.8;81.2;11.2;
896;1.0;75.2;2.4;81.2;11.5;
897;1.0;75.2;2.1;81.2;11.2;
898;1.0;75.3;2.1;81.2;11.3;
899;1.0;75.3;2.1;81.2;11.2;
900;0.9;75.4;2.2;81.2;11.5;
901;0.9;75.4;2.0;81.2;10.8;
902;0.9;75.5;2.0;81.2;11.3;
903;0.9;75.5;2.0;81.2;11.1;
904;0.9;75.5;2.1;81.2;11.3;
905;0.9;75.5;2.3;81.2;11.1;
906;0.9;75.6;2.1;81.2;11.3;
907;0.9;75.6;2.4;81.2;11.1;
908;0.9;75.6;2.0;81.2;11.3;
909;0.9;75.7;2.2;81.2;11.1;
910;0.9;75.7;2.0;81.2;11.3;
911;0.9;75.7;1.6;81.2;10.9;
912;0.9;75.7;2.0;81.0;11.3;
913;0.9;75.8;2.3;81.1;11.3;
914;0.9;75.8;2.1;81.4;11.5;
915;0.9;75.8;1.8;81.9;11.1;
916;0.9;75.9;2.3;81.5;11.6;
917;0.9;75.9;2.1;81.7;11.2;
918;0.8;76.0;2.5;81.8;11.3;
919;0.8;76.1;2.2;81.7;11.3;
920;0.8;76.2;1.8;81.8;11.2;
921;0.8;76.2;2.1;81.7;11.1;
922;0.8;76.3;2.1;81.6;11.2;
923;0.8;76.4;2.1;81.6;10.9;
924;0.8;76.5;1.7;81.6;11.2;
925;0.8;76.5;2.0;81.6;10.8;
926;0.8;76.6;1.7;81.6;11.2;
927;0.8;76.7;2.1;81.6;10.8;
928;0.8;76.7;1.8;81.6;10.9;
929;0.8;76.7;2.1;81.7;10.8;
930;0.8;76.8;2.2;81.6;11.1;
931;0.8;76.8;2.1;81.7;10.8;
932;0.8;76.9;2.3;81.6;10.9;
933;0.8;76.9;2.3;81.6;10.9;
934;0.8;76.9;2.2;81.5;11.2;
935;0.8;77.0;1.6;81.5;10.8;
936;0.8;77.0;2.4;81.5;11.2;
937;0.8;77.0;2.1;81.6;10.8;
938;0.8;77.0;2.3;81.4;11.2;
939;0.8;77.0;2.2;81.2;10.8;
940;0.8;77.0;2.4;81.4;11.1;
941;0.8;77.0;2.0;81.4;10.8;
942;0.8;77.1;2.4;81.3;10.9;
943;0.8;77.1;1.8;81.4;10.9;
944;0.8;77.1;2.1;81.4;10.9;
945;0.8;77.2;2.1;81.3;10.7;
946;0.8;77.2;2.0;81.4;10.9;
947;0.8;77.2;2.2;81.5;10.5;
948;0.8;77.2;2.4;81.4;10.8;
949;0.8;77.3;1.7;81.4;10.5;
950;0.8;77.3;2.2;81.5;10.8;
951;0.8;77.3;2.4;81.5;10.5;
952;0.8;77.3;2.2;81.4;10.9;
953;0.8;77.3;1.7;81.4;10.7;
954;0.8;77.3;1.7;81.4;10.8;
955;0.8;77.3;2.1;81.4;10.5;
956;0.8;77.3;2.1;81.4;10.8;
957;0.8;77.3;2.1;81.4;10.5;
958;0.8;77.3;2.2;81.4;12.5;
959;0.8;77.3;2.0;81.3;10.4;
960;0.8;77.3;2.0;81.4;10.8;
961;0.8;77.3;2.2;81.4;10.4;
962;0.8;77.3;2.0;81.4;10.7;
963;0.8;77.3;2.1;81.4;10.5;
964;0.8;77.3;2.1;81.5;10.8;
965;0.8;77.4;2.3;81.5;10.4;
966;0.8;77.4;1.8;81.5;10.5;
967;0.8;77.4;2.2;81.5;10.3;
968;0.8;77.4;2.5;81.6;9.7;
969;0.8;77.4;2.1;81.6;10.1;
970;0.7;77.5;2.1;81.5;10.5;
971;0.7;77.5;2.0;81.6;10.4;
972;0.7;77.6;2.1;81.6;10.5;
973;0.7;77.7;2.5;81.6;10.4;
974;0.7;77.7;2.2;81.6;10.5;
975;0.7;77.7;2.3;81.6;10.2;
976;0.7;77.8;2.2;81.6;10.4;
977;0.7;77.8;2.5;81.6;10.1;
978;0.8;77.8;2.4;81.6;10.5;
979;0.7;77.9;2.3;81.6;10.1;
980;0.7;77.9;2.3;81.6;10.4;
981;0.7;77.9;2.3;81.6;10.1;
982;0.7;77.9;2.2;81.6;10.4;
983;0.7;77.9;2.0;81.6;10.1;
984;0.7;78.0;2.1;81.6;11.1;
985;0.7;77.9;2.3;81.6;10.1;
986;0.7;77.9;2.4;81.5;10.4;
987;0.7;77.9;2.3;81.5;10.1;
988;0.7;77.9;2.3;81.5;10.4;
989;0.7;77.9;2.1;81.5;10.0;
990;0.7;77.9;2.8;81.5;10.7;
991;0.7;77.9;2.3;81.6;10.0;
992;0.7;77.9;2.5;81.6;10.4;
993;0.7;77.9;2.5;81.6;10.0;
994;0.7;77.9;2.5;81.6;10.4;
995;0.7;77.9;2.2;81.5;10.0;
996;0.7;77.9;2.3;81.5;10.4;
997;0.7;77.9;2.3;81.6;10.0;
998;0.7;78.0;2.3;81.5;10.4;
999;0.7;78.0;2.4;81.6;10.0;
1000;0.7;78.0;2.0;81.5;10.2;
1001;0.7;78.0;2.5;81.6;10.1;
1002;0.7;78.0;2.4;81.6;10.1;
1003;0.7;78.0;2.4;81.6;10.0;
1004;0.7;78.0;2.3;81.6;10.1;
1005;0.7;78.0;2.5;81.6;10.0;
1006;0.7;78.0;2.5;81.6;10.2;
1007;0.7;78.0;2.4;81.6;10.0;
1008;0.7;78.0;2.4;81.6;10.3;
1009;0.7;78.0;2.7;81.6;10.0;
1010;0.7;78.0;2.1;81.6;10.1;
1011;0.7;78.1;2.5;81.6;9.7;
1012;0.7;78.1;2.2;81.5;10.1;
1013;0.7;78.1;2.4;81.6;9.9;
1014;0.7;78.1;2.3;81.6;10.1;
1015;0.7;78.1;2.3;81.6;9.7;
1016;0.7;78.0;2.5;81.6;10.1;
1017;0.7;78.0;2.3;81.6;9.9;
1018;0.7;78.0;2.5;81.6;10.1;
1019;0.7;78.0;2.2;81.6;9.7;
1020;0.7;78.0;2.5;81.6;10.1;
1021;0.7;78.0;2.2;81.6;9.7;
1022;0.7;78.0;2.1;81.6;10.0;
1023;0.7;78.0;2.6;81.6;9.7;
1024;0.7;78.0;2.3;81.6;10.0;
1025;0.7;78.0;2.4;81.6;9.7;
1026;0.7;78.0;2.4;81.6;10.0;
1027;0.7;78.0;2.2;81.6;9.7;
1028;0.7;78.1;2.3;81.6;10.0;
1029;0.7;78.1;2.3;81.6;9.6;
1030;0.7;78.1;2.4;81.5;10.0;
1031;0.7;78.1;2.3;81.5;9.6;
1032;0.7;78.1;2.3;81.6;10.0;
1033;0.7;78.1;2.2;81.5;9.6;
1034;0.7;78.1;2.3;81.5;9.8;
1035;0.7;78.2;2.6;81.5;9.6;
1036;0.7;78.2;2.2;81.5;9.8;
1037;0.7;78.2;2.5;81.5;9.4;
1038;0.7;78.2;2.4;81.6;10.0;
1039;0.7;78.2;2.1;81.6;9.6;
1040;0.7;78.2;2.7;81.6;10.0;
1041;0.7;78.2;2.6;81.6;9.6;
1042;0.7;78.2;2.2;81.5;9.9;
1043;0.7;78.2;2.2;81.6;9.6;
1044;0.7;78.2;2.4;81.5;10.0;
1045;0.7;78.2;2.2;81.6;9.6;
1046;0.7;78.2;2.2;81.6;9.4;
1047;0.7;78.2;2.3;81.5;9.6;
1048;0.7;78.2;2.2;81.5;9.9;
1049;0.7;78.2;2.4;81.6;9.6;
1050;0.7;78.2;2.2;81.6;9.7;
1051;0.7;78.3;2.3;81.6;9.5;
1052;0.7;78.3;2.4;81.6;10.0;
1053;0.7;78.3;2.1;81.6;9.3;
1054;0.7;78.3;2.4;81.6;9.7;
1055;0.7;78.3;2.1;81.6;9.5;
1056;0.7;78.3;2.3;81.6;9.7;
1057;0.7;78.3;2.2;81.6;9.3;
1058;0.7;78.4;2.2;81.6;9.9;
1059;0.6;78.4;2.2;81.7;9.3;
1060;0.7;78.4;2.0;81.7;9.6;
1061;0.6;78.5;2.4;81.7;9.3;
1062;0.6;78.5;2.2;81.7;10.0;
1063;0.7;78.6;2.3;81.7;10.1;
1064;0.6;78.6;2.2;81.7;9.6;
1065;0.6;78.6;1.8;81.7;9.3;
1066;0.7;78.7;2.2;81.6;9.6;
1067;0.7;78.7;2.1;81.6;9.3;
1068;0.7;78.7;1.6;81.6;9.6;
1069;0.6;78.7;2.2;81.7;9.2;
1070;0.6;78.7;2.2;81.6;9.5;
1071;0.6;78.8;2.0;81.7;9.2;
1072;0.7;78.8;2.1;81.7;9.6;
1073;0.6;78.8;2.3;81.6;9.2;
1074;0.6;78.8;2.3;81.7;9.6;
1075;0.7;78.8;2.0;81.7;9.3;
1076;0.6;78.8;2.2;81.7;9.6;
1077;0.6;78.8;2.2;81.7;9.2;
1078;0.7;78.9;2.3;81.7;9.6;
1079;0.6;78.9;2.1;81.7;9.2;
1080;0.6;78.9;2.0;81.6;9.4;
1081;0.6;78.9;2.2;81.7;9.0;
1082;0.6;78.9;2.2;81.7;9.3;
1083;0.7;78.9;2.3;81.7;9.2;
1084;0.6;78.9;2.2;81.7;9.5;
1085;0.6;78.9;2.5;81.7;9.2;
1086;0.6;78.9;2.3;81.7;9.3;
1087;0.6;78.9;2.4;81.7;8.9;
1088;0.6;78.9;2.2;81.7;9.3;
1089;0.6;78.9;2.5;81.7;9.0;
1090;0.7;79.0;2.3;81.7;9.4;
1091;0.7;79.0;2.3;81.7;8.9;
1092;0.7;79.0;2.6;81.7;9.3;
1093;0.7;79.0;2.5;81.7;9.3;
1094;0.7;79.0;2.7;81.7;9.6;
1095;0.7;79.0;2.7;81.7;8.9;
1096;0.7;79.0;1.8;81.7;9.3;
1097;0.7;79.0;2.6;81.7;9.2;
1098;0.7;79.0;2.4;81.6;9.6;
1099;0.7;79.0;2.5;81.6;9.0;
1100;0.6;79.0;2.4;81.6;9.3;
1101;0.6;79.0;2.4;81.6;9.2;
1102;0.6;79.0;2.5;81.6;9.4;
1103;0.6;79.0;2.2;81.6;9.0;
1104;0.6;79.0;2.2;81.6;9.3;
1105;0.7;79.1;2.3;81.6;9.2;
1106;0.6;79.1;2.4;81.6;9.3;
1107;0.6;79.1;2.6;81.6;9.0;
1108;0.6;79.1;2.2;81.6;9.4;
1109;0.6;79.1;2.5;81.6;9.2;
1110;0.6;79.1;2.5;81.6;9.6;
1111;0.6;79.1;2.2;81.6;8.8;
1112;0.6;79.1;2.5;81.6;9.3;
1113;0.6;79.1;2.4;81.6;9.2;
1114;0.6;79.1;2.4;81.6;8.8;
1115;0.6;79.1;2.1;81.6;9.2;
1116;0.6;79.1;2.3;81.6;9.5;
1117;0.6;79.1;2.3;81.6;9.0;
1118;0.6;79.1;2.2;81.6;9.3;
1119;0.6;79.1;2.5;81.6;9.0;
1120;0.6;79.1;2.5;81.6;9.4;
1121;0.6;79.2;2.3;81.6;8.9;
1122;0.6;79.2;2.1;81.6;9.3;
1123;0.6;79.2;2.3;81.6;8.9;
1124;0.6;79.2;2.4;81.6;9.3;
1125;0.6;79.2;2.3;81.6;8.9;
1126;0.6;79.2;2.4;81.6;9.3;
1127;0.6;79.2;2.2;81.6;8.9;
1128;0.6;79.2;2.4;81.6;9.2;
1129;0.6;79.2;2.5;81.6;8.8;
1130;0.6;79.2;2.3;81.6;9.2;
1131;0.6;79.3;2.2;81.6;8.8;
1132;0.6;79.3;2.1;81.6;9.3;
1133;0.6;79.3;2.3;81.6;8.9;
1134;0.6;79.3;2.2;81.6;9.3;
1135;0.6;79.3;2.2;81.7;8.9;
1136;0.6;79.3;2.4;81.7;9.3;
1137;0.6;79.3;2.1;81.7;8.8;
1138;0.6;79.3;2.1;81.7;9.2;
1139;0.6;79.3;2.2;81.8;8.6;
1140;0.6;79.3;2.2;81.8;9.2;
1141;0.5;79.3;2.4;81.8;8.8;
1142;0.5;79.3;2.4;81.8;9.3;
1143;0.6;79.4;2.3;81.8;8.9;
1144;0.5;79.4;2.3;81.8;8.9;
1145;0.5;79.4;2.3;81.8;8.8;
1146;0.5;79.4;2.3;81.8;8.9;
1147;0.5;79.5;2.4;81.7;8.8;
1148;0.5;79.5;2.0;81.6;9.0;
1149;0.5;79.5;2.1;81.5;8.8;
1150;0.5;79.5;2.2;81.6;8.9;
1151;0.5;79.5;2.3;81.5;8.8;
1152;0.5;79.5;2.4;81.5;9.2;
1153;0.5;79.5;2.3;81.6;8.8;
1154;0.5;79.6;2.3;81.6;9.2;
1155;0.5;79.6;2.3;81.6;8.6;
1156;0.5;79.6;2.3;81.7;8.9;
1157;0.5;79.7;2.4;81.6;8.6;
1158;0.5;79.7;2.4;81.7;8.9;
1159;0.5;79.7;2.2;81.7;8.6;
1160;0.5;79.7;1.7;81.6;8.9;
1161;0.5;79.7;2.1;81.6;8.5;
1162;0.5;79.8;2.2;81.6;9.2;
1163;0.4;79.8;2.5;81.6;8.8;
1164;0.5;79.8;2.3;81.6;8.9;
1165;0.5;79.8;2.2;81.6;8.9;
1166;0.5;79.8;2.3;81.6;9.0;
1167;0.5;79.8;2.6;81.6;8.8;
1168;0.4;79.8;2.4;81.6;8.9;
1931;-0.9;88.1;1.5;82.0;3.4;
1932;-0.8;88.1;1.2;82.0;3.9;
1933;-0.9;88.1;1.2;82.0;3.4;
1934;-0.9;88.1;1.2;82.0;2.7;
1935;-0.9;88.2;1.3;82.0;3.5;
1936;-0.8;88.2;1.5;82.0;3.9;
1937;-0.9;88.2;1.3;82.0;3.3;
1938;-0.9;88.2;1.2;82.0;3.9;
1939;-0.9;88.2;1.1;82.0;3.5;
1940;-0.9;88.2;1.1;82.0;3.9;
1941;-0.9;88.2;0.8;82.0;3.4;
1942;-0.9;88.2;1.2;82.0;3.9;
1943;-0.9;88.2;1.2;81.9;3.4;
1944;-0.9;88.3;1.0;82.0;3.9;
1945;-0.9;88.3;1.3;81.9;3.4;
1946;-0.8;88.3;1.2;81.9;4.1;
1947;-0.9;88.3;1.4;81.9;3.4;
1948;-0.9;88.3;0.9;81.9;3.9;
1949;-0.9;88.3;1.2;81.9;1.9;
1950;-0.9;88.3;1.1;81.9;3.9;
1951;-0.9;88.3;1.2;82.0;3.4;
1952;-0.9;88.3;1.3;82.0;3.8;
1953;-0.9;88.3;1.2;82.0;3.4;
1954;-0.9;88.3;1.4;82.0;4.1;
1955;-0.9;88.4;1.0;82.0;3.3;
1956;-0.9;88.4;1.3;82.0;3.8;
1957;-0.9;88.4;1.3;82.0;3.3;
1958;-0.9;88.4;1.2;82.0;4.3;
3033;-1.5;93.1;0.9;82.2;1.1;
3034;-1.5;93.1;1.2;82.1;1.5;
3035;-1.5;93.1;1.0;82.2;1.0;
3036;-1.5;93.1;0.3;82.1;1.5;
3037;-1.5;93.1;0.7;81.9;1.0;
