1274;21.9;20.8;22.200;44.966;24.029;
1275;21.9;21.2;22.300;45.064;23.736;
1276;21.9;21.1;22.300;44.673;24.029;
1277;21.9;21.2;22.500;44.282;23.761;
1278;21.9;20.9;22.600;44.282;23.834;
1279;21.9;20.9;22.700;44.086;23.761;
1280;21.9;20.9;22.800;44.086;24.029;
1281;21.9;21.1;22.800;43.988;23.785;
1282;21.9;21.0;22.900;43.500;23.761;
1283;21.9;21.1;22.800;43.500;23.736;
1284;21.9;21.2;22.800;43.695;24.054;
1285;21.9;21.2;22.800;44.184;23.761;
1286;21.9;21.2;22.800;44.184;24.005;
1287;21.9;21.2;22.700;44.477;23.761;
1288;21.9;21.5;22.700;44.282;24.029;
1289;21.9;21.0;22.700;44.282;23.785;
1290;21.9;21.3;22.600;44.966;24.005;
1291;21.9;20.7;22.600;45.161;23.761;
1292;21.9;21.1;22.600;45.259;24.029;
1293;21.9;21.2;22.500;44.966;23.785;
1294;21.9;21.1;22.500;44.575;23.785;
1295;21.9;21.2;22.500;44.379;23.736;
1296;21.9;21.4;22.400;44.282;23.810;
1297;21.9;21.4;22.400;44.282;23.785;
1298;21.9;21.2;22.400;44.282;24.054;
1299;21.9;21.0;22.400;44.184;23.736;
1300;21.9;21.0;22.400;43.597;24.005;
1301;21.9;21.0;22.400;43.500;23.761;
1302;21.9;20.9;22.400;43.304;23.810;
1303;21.9;21.2;22.400;43.500;23.785;
1304;21.9;21.4;22.400;43.695;24.029;
1305;21.9;21.2;22.400;43.988;23.785;
1306;21.9;21.0;22.400;44.184;24.029;
1307;21.9;21.0;22.300;44.282;23.761;
1308;21.9;21.2;22.300;44.379;23.810;
1309;21.9;21.3;22.300;44.282;23.761;
1310;21.9;21.3;22.300;44.477;23.834;
1311;21.9;21.1;22.300;44.770;23.785;
1312;21.9;21.2;22.300;45.064;24.005;
1313;21.9;21.2;22.200;45.259;23.736;
1314;21.9;21.4;22.200;45.259;23.980;
1315;21.9;20.8;22.200;45.064;23.810;
1316;21.9;21.3;22.200;44.575;24.029;
1317;21.9;21.2;22.200;44.379;23.785;
1318;21.9;21.1;22.200;44.086;24.029;
1319;21.9;21.1;22.200;44.184;23.980;
1320;21.9;21.2;22.200;44.086;23.834;
1321;21.9;21.2;22.200;44.086;23.761;
1322;21.9;21.1;22.200;44.086;24.005;
1323;21.9;21.2;22.200;43.988;23.785;
1324;21.9;21.0;22.200;43.500;23.810;
1325;21.9;21.1;22.200;43.500;23.810;
1326;21.9;21.3;22.200;43.597;24.029;
1327;21.9;21.2;22.200;43.500;23.785;
1328;21.9;21.0;22.200;43.891;24.029;
1329;21.9;20.8;22.200;44.282;23.761;
1330;21.9;21.4;22.200;44.379;23.785;
1331;21.9;21.3;22.200;44.477;23.736;
1332;21.9;21.1;22.200;44.477;24.005;
1333;21.9;21.0;22.200;44.575;23.785;
1334;21.9;21.0;22.200;44.868;23.834;
1335;21.9;21.1;22.200;44.673;23.785;
1336;21.9;21.3;22.200;45.259;23.761;
1337;21.9;21.0;22.200;45.357;23.761;
1338;21.9;20.9;22.200;44.770;23.785;
1339;21.9;21.1;22.200;44.477;23.834;
1340;21.9;21.3;22.200;44.282;23.834;
1341;21.9;21.3;22.200;44.379;23.785;
1342;21.9;21.1;22.200;44.184;23.834;
1343;21.9;21.1;22.200;44.379;23.834;
1344;21.9;21.3;22.200;44.477;23.785;
1345;21.9;21.0;22.300;44.379;23.785;
1346;21.9;21.0;22.400;43.793;24.029;
1347;21.9;21.1;22.500;43.793;23.785;
1348;21.9;21.3;22.600;43.597;23.761;
1349;21.9;21.2;22.800;43.793;23.834;
1350;21.9;20.8;22.900;44.184;24.029;
1351;21.9;21.1;22.900;44.575;23.810;
1352;21.9;21.2;22.900;44.673;24.029;
1353;21.9;21.2;23.000;44.966;23.761;
1354;21.9;21.0;23.000;45.064;24.005;
1355;21.9;21.1;23.000;45.161;23.810;
1356;21.9;21.0;23.000;45.064;24.029;
1357;21.9;21.1;23.000;45.259;23.761;
1358;21.9;21.2;23.000;45.259;24.029;
1359;21.9;20.9;23.000;45.455;24.005;
1360;21.9;20.9;23.000;45.650;23.834;
1361;21.9;21.0;23.000;45.943;23.785;
1362;21.9;21.2;23.000;45.846;24.054;
1363;21.9;21.1;23.000;45.748;23.834;
1364;21.9;21.1;22.900;45.748;24.054;
1365;21.9;21.0;22.800;45.357;23.785;
1366;21.9;21.1;22.800;45.064;24.005;
1367;21.9;21.1;22.700;44.868;23.810;
1368;21.9;21.3;22.700;44.575;23.810;
1369;21.9;21.2;22.600;44.379;23.810;
1370;21.9;21.1;22.600;44.575;24.005;
1371;21.9;21.0;22.500;44.379;23.785;
1372;21.9;21.2;22.400;43.793;24.029;
1373;21.9;20.9;22.400;43.891;23.785;
1374;21.9;21.1;22.300;43.891;24.029;
1375;21.9;21.3;22.300;44.184;23.761;
1376;21.9;21.0;22.300;44.575;23.810;
1377;21.9;21.2;22.400;44.673;23.785;
1378;21.9;21.0;22.400;44.673;23.834;
1379;21.9;21.1;22.500;44.966;23.761;
1380;21.9;21.1;22.500;45.161;24.029;
1381;21.9;21.1;22.500;45.552;23.785;
1382;21.9;21.4;22.500;45.748;24.029;
1383;21.9;20.8;22.500;45.357;23.736;
1384;21.9;21.1;22.500;44.673;24.005;
1385;21.9;21.0;22.500;44.673;23.761;
1386;21.9;21.2;22.500;44.575;24.005;
1387;21.9;21.4;22.400;44.477;24.005;
1388;21.9;21.1;22.400;44.086;24.029;
1389;21.9;21.0;22.400;44.184;23.761;
1390;21.9;20.9;22.400;43.891;24.005;
1391;21.9;21.3;22.400;43.891;23.785;
1392;21.9;20.8;22.300;43.988;23.834;
1393;21.9;21.4;22.300;44.184;23.834;
1394;21.9;21.0;22.300;44.477;24.029;
1395;21.9;21.1;22.300;44.379;23.785;
1396;21.9;21.2;22.300;44.770;23.785;
1397;21.9;21.3;22.300;44.673;23.785;
1398;21.9;21.2;22.200;44.575;24.029;
1399;21.9;21.2;22.200;44.770;23.785;
1400;21.9;21.1;22.200;44.770;23.810;
1401;21.9;21.1;22.200;44.868;23.761;
1402;21.9;21.3;22.200;45.064;24.029;
1403;21.9;21.2;22.200;44.868;23.761;
1404;21.9;21.1;22.200;45.161;24.029;
1405;21.9;21.2;22.200;45.161;23.810;
1406;21.9;20.9;22.200;45.455;24.005;
1407;21.9;21.3;22.200;45.846;23.761;
1408;21.9;21.0;22.200;45.259;24.029;
1409;21.9;21.2;22.200;44.966;23.761;
1410;21.9;21.0;22.100;44.477;23.810;
1411;21.9;21.3;22.100;44.575;23.810;
1412;21.9;21.2;22.100;44.477;24.029;
1413;21.9;21.4;22.100;44.379;23.761;
1414;21.9;21.4;22.100;43.988;23.834;
1415;21.9;21.1;22.100;43.793;23.785;
1416;21.9;21.2;22.100;44.379;24.029;
1417;21.9;21.1;22.100;44.868;23.785;
1418;21.9;21.3;22.100;44.868;24.054;
1419;21.9;21.3;22.100;44.770;23.761;
1420;21.9;20.8;22.100;45.357;23.785;
1421;21.9;21.4;22.100;45.650;23.761;
1422;21.9;21.3;22.100;45.064;24.005;
1423;21.9;21.3;22.100;44.477;23.785;
1424;22.0;20.8;22.100;44.379;24.054;
1425;21.9;21.0;22.100;44.477;23.785;
1426;21.9;21.3;22.100;44.282;24.029;
1427;21.9;21.3;22.100;43.597;23.761;
1428;21.9;21.5;22.100;43.891;23.834;
1429;21.9;20.9;22.100;44.184;23.810;
1430;21.9;21.2;22.000;44.477;24.054;
1431;21.9;21.1;22.000;44.770;23.785;
1432;21.9;21.5;22.000;44.966;24.054;
1433;21.9;21.2;22.000;44.966;23.761;
1434;21.9;21.1;22.000;45.064;24.029;
1435;21.9;21.2;22.000;45.455;23.834;
1436;21.9;21.3;22.000;45.455;24.029;
1437;21.9;20.9;22.000;45.552;23.761;
1438;21.9;21.4;22.000;45.161;24.029;
1439;21.9;21.0;22.000;45.064;23.810;
1440;21.9;21.0;22.000;45.064;23.810;
1441;21.9;21.1;22.000;44.868;23.785;
1442;21.9;21.1;22.000;44.868;24.029;
1443;21.9;21.0;22.000;44.770;23.810;
1444;21.9;21.1;22.000;44.966;23.810;
1445;21.9;21.2;22.000;44.868;23.761;
1446;21.9;21.1;22.000;44.673;24.029;
1447;21.9;21.4;22.000;44.673;23.736;
1448;21.9;21.3;22.000;44.673;23.834;
1449;21.9;21.2;22.000;44.868;23.761;
1450;22.0;21.4;21.900;44.673;24.029;
1451;22.0;21.3;21.900;44.477;23.761;
1452;22.0;21.2;21.900;44.477;24.029;
1453;21.9;21.2;21.900;44.477;23.785;
1454;21.9;21.0;21.900;44.575;23.834;
1455;21.9;21.3;21.900;44.477;23.761;
1456;21.9;20.9;21.900;44.379;23.785;
1457;21.9;21.0;21.900;44.477;23.761;
1458;22.0;21.1;21.900;44.575;23.834;
1459;21.9;21.2;21.900;44.282;23.785;
1460;21.9;21.3;21.900;44.282;23.834;
1461;22.0;21.3;21.900;43.988;23.834;
1462;22.0;21.0;21.900;43.988;24.054;
1463;21.9;21.0;21.900;43.695;23.785;
1464;21.9;21.3;21.900;44.086;24.005;
1465;21.9;21.2;21.900;44.477;23.810;
1466;21.9;21.2;21.900;44.673;24.054;
1467;21.9;21.4;21.900;44.868;23.785;
1468;21.9;21.4;21.900;44.966;24.029;
1469;21.9;20.9;21.900;44.966;23.785;
1470;21.9;21.0;22.000;45.357;23.834;
1471;21.9;21.2;22.100;45.748;23.810;
1472;21.9;21.3;22.100;45.552;24.005;
1473;21.9;21.0;22.200;45.064;23.785;
1474;21.9;21.0;22.300;44.868;24.054;
1475;22.0;21.4;22.400;44.770;23.785;
1476;21.9;21.1;22.400;44.673;24.005;
1477;21.9;20.7;22.400;44.477;23.810;
1478;22.0;21.2;22.500;44.379;24.029;
1479;21.9;21.4;22.400;43.891;24.005;
1480;21.9;20.9;22.400;44.086;24.029;
1481;21.9;21.3;22.400;44.184;23.834;
1482;21.9;20.6;22.400;44.086;24.054;
1483;21.9;21.2;22.400;44.379;23.810;
1484;21.9;21.5;22.300;44.770;24.029;
1485;21.9;21.4;22.300;44.868;23.980;
1486;21.9;21.1;22.300;44.673;24.029;
1487;21.9;21.3;22.300;45.064;24.029;
1488;21.9;21.2;22.200;44.868;24.029;
1489;21.9;21.1;22.200;45.064;23.785;
1490;21.9;21.2;22.200;44.868;24.029;
1491;21.9;21.2;22.100;45.064;23.785;
1492;21.9;21.0;22.100;45.552;24.078;
1493;21.9;20.9;22.100;45.650;23.810;
1494;21.9;21.2;22.100;45.748;24.029;
1495;21.9;21.2;22.100;45.455;23.785;
1496;21.9;21.5;22.100;45.455;23.810;
1497;21.9;21.2;22.100;45.552;23.810;
1498;21.9;21.4;22.000;44.966;24.005;
1499;21.9;21.2;22.000;44.575;23.810;
1500;21.9;21.1;22.000;44.868;24.054;
1501;21.9;21.1;22.000;44.282;23.810;
1502;21.9;21.2;22.000;44.575;24.005;
1503;21.9;21.2;22.000;44.575;23.834;
1504;21.9;21.2;22.000;43.793;24.029;
1505;21.9;21.2;22.000;43.988;23.785;
1506;21.9;21.4;22.000;44.184;23.834;
1507;21.9;21.4;22.000;44.673;24.005;
1508;21.9;21.1;22.000;44.868;24.029;
1509;21.9;21.0;22.100;45.259;23.761;
1510;21.9;20.9;22.100;45.064;24.029;
1511;21.9;21.4;22.200;45.357;23.785;
1512;21.9;21.3;22.200;45.748;23.980;
1513;21.9;21.5;22.300;45.846;23.810;
1514;21.9;21.0;22.300;45.357;24.054;
1515;21.9;21.1;22.300;44.868;23.785;
1516;21.9;21.1;22.300;44.673;24.078;
1517;21.9;21.3;22.300;44.673;23.785;
1518;21.9;21.2;22.300;44.477;24.029;
1519;21.9;21.0;22.300;44.086;23.810;
1520;21.9;21.1;22.300;43.891;24.054;
1521;21.9;21.0;22.200;44.575;24.005;
1522;21.9;21.2;22.200;45.064;24.054;
1523;21.9;21.2;22.200;44.966;24.029;
1524;21.9;21.1;22.100;45.064;24.054;
1525;21.9;21.1;22.100;45.748;24.029;
1526;21.9;20.8;22.000;45.552;24.029;
1527;21.9;20.8;22.000;45.161;23.810;
1528;21.9;20.9;22.000;44.770;24.151;
1529;21.9;20.9;22.000;44.477;23.785;
1530;21.9;21.2;21.900;44.379;24.054;
1531;21.9;21.2;21.900;44.282;23.810;
1532;21.9;21.5;21.900;43.695;24.029;
1533;21.9;21.4;21.900;43.988;23.785;
1534;21.9;20.9;21.900;44.673;24.029;
1535;21.9;21.1;21.900;45.064;23.785;
1536;21.9;21.3;21.900;45.064;24.005;
1537;21.9;21.2;21.900;44.966;23.785;
1538;21.9;21.2;21.800;45.161;23.980;
1539;21.9;21.1;21.800;45.650;23.785;
1540;21.9;21.1;21.800;45.846;24.078;
1541;21.9;21.3;21.800;45.748;23.810;
1542;21.9;21.0;21.800;45.064;24.029;
1543;21.9;21.5;21.800;44.966;23.785;
1544;21.9;21.1;21.900;45.064;24.029;
1545;21.9;21.1;21.900;44.770;23.810;
1546;21.9;21.4;21.900;44.868;24.005;
1547;21.9;21.2;21.900;44.477;24.005;
